,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_name.1,first_name.1,middle_name.1,suffix.1,nickname.1,full_name.1,birthday.1,gender.1,type.1,state.1,district.1,senate_class.1,party.1,url.1,address.1,phone.1,contact_form.1,rss_url.1,twitter.1,facebook.1,youtube.1,youtube_id.1,bioguide_id.1,thomas_id.1,opensecrets_id.1,lis_id.1,fec_ids.1,cspan_id.1,govtrack_id.1,votesmart_id.1,ballotpedia_id.1,washington_post_id.1,icpsr_id.1,wikipedia_id.1
60,Connolly,Gerald,E.,,,Gerald E. Connolly,1950-03-30,M,rep,VA,11.0,,Democrat,https://connolly.house.gov,2238 Rayburn House Office Building Washington DC 20515-4611,202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,1959.0,N00029891,,H8VA11062,1015936.0,412272,95078.0,Gerald Connolly,,20952.0,Gerry Connolly,Connolly,Gerald,E.,,,Gerald E. Connolly,1950-03-30,M,rep,VA,11.0,,Democrat,https://connolly.house.gov,2238 Rayburn House Office Building Washington DC 20515-4611,202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,1959.0,N00029891,,H8VA11062,1015936.0,412272,95078.0,Gerald Connolly,,20952.0,Gerry Connolly
61,Cooper,Jim,,,,Jim Cooper,1954-06-19,M,rep,TN,5.0,,Democrat,https://cooper.house.gov,1536 Longworth House Office Building Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231.0,N00003132,,"H2TN05131,H2TN04027,S4TN00096",1201.0,400081,48891.0,Jim Cooper,,15019.0,Jim Cooper,Cooper,Jim,,,,Jim Cooper,1954-06-19,M,rep,TN,5.0,,Democrat,https://cooper.house.gov,1536 Longworth House Office Building Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231.0,N00003132,,"H2TN05131,H2TN04027,S4TN00096",1201.0,400081,48891.0,Jim Cooper,,15019.0,Jim Cooper
62,Costa,Jim,,,,Jim Costa,1952-04-13,M,rep,CA,16.0,,Democrat,https://costa.house.gov,2081 Rayburn House Office Building Washington DC 20515-0516,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,1774.0,N00026341,,H4CA20082,19599.0,400618,3577.0,Jim Costa,,20501.0,Jim Costa,Costa,Jim,,,,Jim Costa,1952-04-13,M,rep,CA,16.0,,Democrat,https://costa.house.gov,2081 Rayburn House Office Building Washington DC 20515-0516,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,1774.0,N00026341,,H4CA20082,19599.0,400618,3577.0,Jim Costa,,20501.0,Jim Costa
63,Courtney,Joe,,,,Joe Courtney,1953-04-06,M,rep,CT,2.0,,Democrat,https://courtney.house.gov,2449 Rayburn House Office Building Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,1836.0,N00024842,,H2CT02112,1021284.0,412193,30333.0,Joe Courtney,,20706.0,Joe Courtney (politician),Courtney,Joe,,,,Joe Courtney,1953-04-06,M,rep,CT,2.0,,Democrat,https://courtney.house.gov,2449 Rayburn House Office Building Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,1836.0,N00024842,,H2CT02112,1021284.0,412193,30333.0,Joe Courtney,,20706.0,Joe Courtney (politician)
64,Crapo,Michael,D.,,Mike,Mike Crapo,1951-05-20,M,sen,ID,,3.0,Republican,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,https://www.crapo.senate.gov/contact,,MikeCrapo,mikecrapo,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,250.0,N00006267,S266,"S8ID00027,H2ID02034",26440.0,300030,26830.0,Mike Crapo,,29345.0,Mike Crapo,Crapo,Michael,D.,,Mike,Mike Crapo,1951-05-20,M,sen,ID,,3.0,Republican,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,https://www.crapo.senate.gov/contact,,MikeCrapo,mikecrapo,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,250.0,N00006267,S266,"S8ID00027,H2ID02034",26440.0,300030,26830.0,Mike Crapo,,29345.0,Mike Crapo
65,Crawford,Eric,A.,,Rick,"Eric A. ""Rick"" Crawford",1966-01-22,M,rep,AR,1.0,,Republican,https://crawford.house.gov,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,1989.0,N00030770,,H0AR01083,623259.0,412400,119208.0,Rick Crawford,,21106.0,Rick Crawford (politician),Crawford,Eric,A.,,Rick,"Eric A. ""Rick"" Crawford",1966-01-22,M,rep,AR,1.0,,Republican,https://crawford.house.gov,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,1989.0,N00030770,,H0AR01083,623259.0,412400,119208.0,Rick Crawford,,21106.0,Rick Crawford (politician)
66,Cuellar,Henry,,,,Henry Cuellar,1955-09-19,M,rep,TX,28.0,,Democrat,https://cuellar.house.gov,2372 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,1807.0,N00024978,,H2TX23082,1013062.0,400657,5486.0,Henry Cuellar,,20533.0,Henry Cuellar,Cuellar,Henry,,,,Henry Cuellar,1955-09-19,M,rep,TX,28.0,,Democrat,https://cuellar.house.gov,2372 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,1807.0,N00024978,,H2TX23082,1013062.0,400657,5486.0,Henry Cuellar,,20533.0,Henry Cuellar
67,Davis,Danny,K.,,,Danny K. Davis,1941-09-06,M,rep,IL,7.0,,Democrat,https://davis.house.gov,2159 Rayburn House Office Building Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,D000096,1477.0,N00004884,,H4IL07037,44325.0,400093,233.0,Danny K. Davis,,29717.0,Danny K. Davis,Davis,Danny,K.,,,Danny K. Davis,1941-09-06,M,rep,IL,7.0,,Democrat,https://davis.house.gov,2159 Rayburn House Office Building Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,D000096,1477.0,N00004884,,H4IL07037,44325.0,400093,233.0,Danny K. Davis,,29717.0,Danny K. Davis
68,DeFazio,Peter,A.,,,Peter A. DeFazio,1947-05-27,M,rep,OR,4.0,,Democrat,https://defazio.house.gov,2134 Rayburn House Office Building Washington DC 20515-3704,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,279.0,N00007781,,"H6OR04047,S6OR00151",6068.0,400100,27037.0,Peter DeFazio,,15410.0,Peter DeFazio,DeFazio,Peter,A.,,,Peter A. DeFazio,1947-05-27,M,rep,OR,4.0,,Democrat,https://defazio.house.gov,2134 Rayburn House Office Building Washington DC 20515-3704,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,279.0,N00007781,,"H6OR04047,S6OR00151",6068.0,400100,27037.0,Peter DeFazio,,15410.0,Peter DeFazio
69,DeGette,Diana,L.,,,Diana DeGette,1957-07-29,F,rep,CO,1.0,,Democrat,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479.0,N00006134,,H6CO01141,90293.0,400101,561.0,Diana DeGette,,29710.0,Diana DeGette,DeGette,Diana,L.,,,Diana DeGette,1957-07-29,F,rep,CO,1.0,,Democrat,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479.0,N00006134,,H6CO01141,90293.0,400101,561.0,Diana DeGette,,29710.0,Diana DeGette
70,DeLauro,Rosa,L.,,,Rosa L. DeLauro,1943-03-02,F,rep,CT,3.0,,Democrat,https://delauro.house.gov,2413 Rayburn House Office Building Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,281.0,N00000615,,H0CT03072,19040.0,400103,26788.0,Rosa DeLauro,,29109.0,Rosa DeLauro,DeLauro,Rosa,L.,,,Rosa L. DeLauro,1943-03-02,F,rep,CT,3.0,,Democrat,https://delauro.house.gov,2413 Rayburn House Office Building Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,281.0,N00000615,,H0CT03072,19040.0,400103,26788.0,Rosa DeLauro,,29109.0,Rosa DeLauro
71,DesJarlais,Scott,,,,Scott DesJarlais,1964-02-21,M,rep,TN,4.0,,Republican,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062.0,N00030957,,H0TN04195,623517.0,412477,123473.0,Scott DesJarlais,,21179.0,Scott DesJarlais,DesJarlais,Scott,,,,Scott DesJarlais,1964-02-21,M,rep,TN,4.0,,Republican,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062.0,N00030957,,H0TN04195,623517.0,412477,123473.0,Scott DesJarlais,,21179.0,Scott DesJarlais
72,Deutch,Theodore,E.,,Ted,Theodore E. Deutch,1966-05-07,M,rep,FL,22.0,,Democrat,https://teddeutch.house.gov,2323 Rayburn House Office Building Washington DC 20515-0922,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,1976.0,N00031317,,H0FL19080,9267613.0,412385,67151.0,Theodore E. Deutch,,20959.0,Ted Deutch,Deutch,Theodore,E.,,Ted,Theodore E. Deutch,1966-05-07,M,rep,FL,22.0,,Democrat,https://teddeutch.house.gov,2323 Rayburn House Office Building Washington DC 20515-0922,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,1976.0,N00031317,,H0FL19080,9267613.0,412385,67151.0,Theodore E. Deutch,,20959.0,Ted Deutch
73,Diaz-Balart,Mario,,,,Mario Diaz-Balart,1961-09-25,M,rep,FL,25.0,,Republican,https://mariodiazbalart.house.gov,374 Cannon House Office Building Washington DC 20515-0925,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,1717.0,N00025337,,H2FL25018,1003562.0,400108,24312.0,Mario Diaz-Balart,,20316.0,Mario Díaz-Balart,Diaz-Balart,Mario,,,,Mario Diaz-Balart,1961-09-25,M,rep,FL,25.0,,Republican,https://mariodiazbalart.house.gov,374 Cannon House Office Building Washington DC 20515-0925,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,1717.0,N00025337,,H2FL25018,1003562.0,400108,24312.0,Mario Diaz-Balart,,20316.0,Mario Díaz-Balart
74,Doggett,Lloyd,A.,,,Lloyd Doggett,1946-10-06,M,rep,TX,35.0,,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303.0,N00006023,,H4TX10028,36810.0,400111,21689.0,Lloyd Doggett,,29571.0,Lloyd Doggett,Doggett,Lloyd,A.,,,Lloyd Doggett,1946-10-06,M,rep,TX,35.0,,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303.0,N00006023,,H4TX10028,36810.0,400111,21689.0,Lloyd Doggett,,29571.0,Lloyd Doggett
75,Doyle,Michael,F.,,,Michael F. Doyle,1953-08-05,M,rep,PA,18.0,,Democrat,https://doyle.house.gov,270 Cannon House Office Building Washington DC 20515-3818,202-225-2135,,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316.0,N00001373,,H4PA18131,36774.0,400114,21853.0,Michael F. Doyle,,29561.0,Mike Doyle (American politician),Doyle,Michael,F.,,,Michael F. Doyle,1953-08-05,M,rep,PA,18.0,,Democrat,https://doyle.house.gov,270 Cannon House Office Building Washington DC 20515-3818,202-225-2135,,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316.0,N00001373,,H4PA18131,36774.0,400114,21853.0,Michael F. Doyle,,29561.0,Mike Doyle (American politician)
76,Duncan,Jeff,,,,Jeff Duncan,1966-01-07,M,rep,SC,3.0,,Republican,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057.0,N00030752,,H0SC03077,62713.0,412472,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician),Duncan,Jeff,,,,Jeff Duncan,1966-01-07,M,rep,SC,3.0,,Republican,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057.0,N00030752,,H0SC03077,62713.0,412472,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician)
77,Eshoo,Anna,G.,,,Anna G. Eshoo,1942-12-13,F,rep,CA,18.0,,Democrat,https://eshoo.house.gov,272 Cannon House Office Building Washington DC 20515-0518,202-225-8104,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,355.0,N00007335,,H8CA12098,26130.0,400124,26741.0,Anna Eshoo,,29312.0,Anna Eshoo,Eshoo,Anna,G.,,,Anna G. Eshoo,1942-12-13,F,rep,CA,18.0,,Democrat,https://eshoo.house.gov,272 Cannon House Office Building Washington DC 20515-0518,202-225-8104,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,355.0,N00007335,,H8CA12098,26130.0,400124,26741.0,Anna Eshoo,,29312.0,Anna Eshoo
78,Fleischmann,Charles,J.,,Chuck,"Charles J. ""Chuck"" Fleischmann",1962-10-11,M,rep,TN,3.0,,Republican,https://fleischmann.house.gov,462 Cannon House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061.0,N00030815,,H0TN03254,95146.0,412476,123456.0,Charles Fleischmann,,21178.0,Chuck Fleischmann,Fleischmann,Charles,J.,,Chuck,"Charles J. ""Chuck"" Fleischmann",1962-10-11,M,rep,TN,3.0,,Republican,https://fleischmann.house.gov,462 Cannon House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061.0,N00030815,,H0TN03254,95146.0,412476,123456.0,Charles Fleischmann,,21178.0,Chuck Fleischmann
79,Foxx,Virginia,,,,Virginia Foxx,1943-06-29,F,rep,NC,5.0,,Republican,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791.0,N00026166,,H4NC05146,1013052.0,400643,6051.0,Virginia Foxx,,20521.0,Virginia Foxx,Foxx,Virginia,,,,Virginia Foxx,1943-06-29,F,rep,NC,5.0,,Republican,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791.0,N00026166,,H4NC05146,1013052.0,400643,6051.0,Virginia Foxx,,20521.0,Virginia Foxx
80,Garamendi,John,,,,John Garamendi,1945-01-24,M,rep,CA,3.0,,Democrat,https://garamendi.house.gov,2368 Rayburn House Office Building Washington DC 20515-0503,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973.0,N00030856,,H0CA10149,18413.0,412382,29664.0,John Garamendi,,20958.0,John Garamendi,Garamendi,John,,,,John Garamendi,1945-01-24,M,rep,CA,3.0,,Democrat,https://garamendi.house.gov,2368 Rayburn House Office Building Washington DC 20515-0503,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973.0,N00030856,,H0CA10149,18413.0,412382,29664.0,John Garamendi,,20958.0,John Garamendi
81,Gibbs,Bob,,,,Bob Gibbs,1954-06-14,M,rep,OH,7.0,,Republican,https://gibbs.house.gov,2217 Rayburn House Office Building Washington DC 20515-3507,202-225-6265,,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049.0,N00031128,,H0OH18077,1033844.0,412463,45466.0,Bob Gibbs,,21165.0,Bob Gibbs,Gibbs,Bob,,,,Bob Gibbs,1954-06-14,M,rep,OH,7.0,,Republican,https://gibbs.house.gov,2217 Rayburn House Office Building Washington DC 20515-3507,202-225-6265,,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049.0,N00031128,,H0OH18077,1033844.0,412463,45466.0,Bob Gibbs,,21165.0,Bob Gibbs
82,Gohmert,Louie,B.,Jr.,,Louie Gohmert,1953-08-18,M,rep,TX,1.0,,Republican,https://gohmert.house.gov,2269 Rayburn House Office Building Washington DC 20515-4301,202-225-3035,,http://gohmert.house.gov/news/rss.aspx,RepLouieGohmert,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801.0,N00026148,,H4TX04039,1011394.0,400651,50029.0,Louie Gohmert,,20527.0,Louie Gohmert,Gohmert,Louie,B.,Jr.,,Louie Gohmert,1953-08-18,M,rep,TX,1.0,,Republican,https://gohmert.house.gov,2269 Rayburn House Office Building Washington DC 20515-4301,202-225-3035,,http://gohmert.house.gov/news/rss.aspx,RepLouieGohmert,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801.0,N00026148,,H4TX04039,1011394.0,400651,50029.0,Louie Gohmert,,20527.0,Louie Gohmert
83,Gosar,Paul,A.,,,Paul A. Gosar,1958-11-22,M,rep,AZ,4.0,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0304,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992.0,N00030771,,H0AZ01259,62470.0,412397,123491.0,Paul Gosar,,21103.0,Paul Gosar,Gosar,Paul,A.,,,Paul A. Gosar,1958-11-22,M,rep,AZ,4.0,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0304,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992.0,N00030771,,H0AZ01259,62470.0,412397,123491.0,Paul Gosar,,21103.0,Paul Gosar
84,Granger,Kay,,,,Kay Granger,1943-01-18,F,rep,TX,12.0,,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487.0,N00008799,,H6TX12060,45709.0,400157,334.0,Kay Granger,,29762.0,Kay Granger,Granger,Kay,,,,Kay Granger,1943-01-18,F,rep,TX,12.0,,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487.0,N00008799,,H6TX12060,45709.0,400157,334.0,Kay Granger,,29762.0,Kay Granger
85,Grassley,Charles,E.,,Chuck,Chuck Grassley,1933-09-17,M,sen,IA,,3.0,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,https://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457.0,N00001758,S153,S0IA00028,1167.0,300048,53293.0,Chuck Grassley,,14226.0,Chuck Grassley,Grassley,Charles,E.,,Chuck,Chuck Grassley,1933-09-17,M,sen,IA,,3.0,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,https://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457.0,N00001758,S153,S0IA00028,1167.0,300048,53293.0,Chuck Grassley,,14226.0,Chuck Grassley
86,Graves,Sam,B.,,,Sam Graves,1963-11-07,M,rep,MO,6.0,,Republican,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,118514606128,,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,Sam Graves,,20124.0,Sam Graves,Graves,Sam,B.,,,Sam Graves,1963-11-07,M,rep,MO,6.0,,Republican,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,118514606128,,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,Sam Graves,,20124.0,Sam Graves
87,Green,Al,,,,Al Green,1947-09-01,M,rep,TX,9.0,,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803.0,N00026686,,H4TX09095,1012969.0,400653,49680.0,Al Green,,20529.0,Al Green (politician),Green,Al,,,,Al Green,1947-09-01,M,rep,TX,9.0,,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803.0,N00026686,,H4TX09095,1012969.0,400653,49680.0,Al Green,,20529.0,Al Green (politician)
88,Griffith,H.,Morgan,,,H. Morgan Griffith,1958-03-15,M,rep,VA,9.0,,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070.0,N00032029,,H0VA09055,62766.0,412485,5148.0,Morgan Griffith,,21191.0,Morgan Griffith,Griffith,H.,Morgan,,,H. Morgan Griffith,1958-03-15,M,rep,VA,9.0,,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070.0,N00032029,,H0VA09055,62766.0,412485,5148.0,Morgan Griffith,,21191.0,Morgan Griffith
